Counter(/execute_trajectory/feedback),Counter(/execute_trajectory/goal),Counter(/execute_trajectory/result),Counter(/execute_trajectory/status),Counter(/franka_control/error_recovery/status),Counter(/franka_gripper/grasp/goal),Counter(/franka_gripper/grasp/result),Counter(/franka_gripper/grasp/status),Counter(/franka_gripper/gripper_action/status),Counter(/franka_gripper/homing/status),Counter(/franka_gripper/joint_states),Counter(/franka_gripper/move/goal),Counter(/franka_gripper/move/result),Counter(/franka_gripper/move/status),Counter(/franka_gripper/stop/status),Counter(/franka_state_controller/F_ext),Counter(/franka_state_controller/franka_states),Counter(/franka_state_controller/joint_states),Counter(/franka_state_controller/joint_states_desired),Counter(/joint_states),Counter(/joint_states_desired),Counter(/move_group/display_planned_path),Counter(/move_group/feedback),Counter(/move_group/goal),Counter(/move_group/monitored_planning_scene),Counter(/move_group/ompl/parameter_descriptions),Counter(/move_group/ompl/parameter_updates),Counter(/move_group/plan_execution/parameter_descriptions),Counter(/move_group/plan_execution/parameter_updates),Counter(/move_group/planning_scene_monitor/parameter_descriptions),Counter(/move_group/planning_scene_monitor/parameter_updates),Counter(/move_group/result),Counter(/move_group/sense_for_plan/parameter_descriptions),Counter(/move_group/sense_for_plan/parameter_updates),Counter(/move_group/status),Counter(/move_group/trajectory_execution/parameter_descriptions),Counter(/move_group/trajectory_execution/parameter_updates),Counter(/pickup/status),Counter(/place/status),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/feedback),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/goal),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/result),Counter(/position_joint_trajectory_controller/follow_joint_trajectory/status),Counter(/position_joint_trajectory_controller/state),Counter(/rosout),Counter(/rosout_agg),Counter(/statistics),Counter(/tf),Counter(/tf_static)
0,0,0,3,2,0,0,3,3,3,7,0,0,2,2,14,14,14,14,15,15,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,2,10,0,0,3,27,0,0,20,30,0
1,0,1,3,3,0,0,2,2,2,6,0,0,3,3,15,15,15,15,15,15,0,1,1,2,0,0,0,0,0,0,0,0,0,3,0,0,3,3,7,0,1,3,24,3,3,15,31,0
1,1,0,4,2,0,0,3,3,3,7,0,0,2,2,15,15,15,15,15,15,1,1,0,2,0,0,0,0,0,0,1,0,0,4,0,0,2,2,8,1,0,4,25,7,7,17,29,0
0,0,0,2,3,0,0,2,2,2,3,0,0,3,3,14,14,14,14,15,15,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,3,10,0,0,2,26,0,0,14,29,0
0,0,0,3,2,0,0,3,3,1,6,0,0,2,2,15,9,14,12,14,11,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,1,9,0,0,1,25,0,0,15,25,0
0,0,0,1,3,0,0,2,0,4,6,0,0,3,3,10,21,10,18,15,19,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,3,1,0,1,3,13,1,1,14,34,0
1,0,1,5,2,0,0,3,5,3,6,0,0,2,0,15,14,14,14,15,15,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,3,10,0,0,5,36,2,2,9,26,0
0,0,0,2,3,0,0,2,2,2,6,0,0,2,5,14,15,15,15,6,15,1,2,1,2,0,0,0,0,0,0,1,0,0,2,0,0,4,3,0,0,0,0,8,6,6,12,34,0
0,0,0,3,1,0,0,3,3,2,4,0,0,3,2,20,15,17,12,11,13,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,4,2,0,0,11,31,0
1,1,0,3,4,0,0,2,2,3,0,0,0,3,2,9,3,0,5,29,17,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,3,4,8,1,0,4,55,1,1,14,28,0
0,0,0,3,1,0,0,3,3,1,8,0,0,0,0,17,14,19,27,15,15,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,2,8,0,0,3,36,0,0,7,24,0
0,0,0,1,4,0,0,2,2,3,11,0,0,5,2,15,23,28,15,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,4,2,12,0,0,2,12,0,0,6,26,0
0,0,0,4,2,0,0,3,1,4,6,0,0,2,6,13,6,12,15,30,12,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,2,11,0,1,4,19,1,1,15,38,0
1,0,1,3,3,0,0,2,4,2,7,0,0,3,3,7,26,16,14,14,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,1,41,2,2,9,25,0
0,0,0,2,2,0,0,3,2,3,3,0,0,2,2,27,15,6,15,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,3,16,0,0,14,25,0
0,0,0,2,3,0,0,2,3,1,15,0,0,3,3,10,16,25,15,15,14,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,33,0,0,4,21,0
0,0,0,4,2,0,0,3,3,0,4,0,0,2,2,7,6,12,11,15,7,1,2,1,1,0,0,0,0,0,0,1,0,0,5,0,0,2,2,0,0,0,3,29,2,0,15,38,0
1,1,0,2,3,0,0,0,2,6,10,0,0,3,3,25,7,12,18,6,24,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,3,4,1,0,3,24,5,7,12,30,0
0,0,0,4,0,0,0,5,3,2,10,0,0,2,2,17,0,19,15,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,12,0,0,3,18,0,0,10,41,0
0,0,0,2,5,0,0,2,2,3,5,0,0,0,3,14,0,16,10,39,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,6,0,0,2,22,0,0,9,30,0
1,0,1,4,2,0,0,3,3,3,10,0,0,5,2,15,26,14,13,15,8,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,13,0,1,2,36,3,0,7,25,0
0,0,0,2,3,0,0,0,2,2,3,1,0,4,0,11,21,15,12,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,5,3,0,0,0,0,25,0,3,11,22,0
0,0,0,3,2,0,0,4,3,0,11,0,0,2,5,0,21,11,21,11,34,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,3,0,0,0,0,16,0,0,5,11,0
0,1,0,3,0,0,0,3,2,5,7,0,1,2,1,31,14,18,0,17,18,1,2,1,3,0,0,0,0,0,0,1,0,0,4,0,0,3,2,1,1,0,0,26,7,3,14,18,0
1,0,0,3,5,0,0,3,2,2,5,0,0,4,3,17,15,15,15,16,5,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,3,8,0,0,0,30,0,4,10,51,0
0,0,0,2,3,0,0,2,0,0,12,0,0,1,2,4,14,13,29,6,26,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,0,20,0,0,6,31,0
0,0,0,2,2,0,0,1,0,6,7,0,0,4,0,20,10,11,5,21,11,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,1,20,0,0,0,33,0,0,10,44,0
0,0,0,0,2,0,0,4,0,2,2,0,0,3,7,18,3,14,25,6,16,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,4,11,0,0,0,25,0,0,6,27,0
0,0,0,6,3,0,0,3,0,3,9,0,0,1,2,16,20,0,16,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,0,1,0,11,1,1,8,37,0
1,0,1,3,3,0,0,2,0,2,8,1,0,3,3,0,0,0,11,0,16,1,2,1,2,0,0,0,0,0,0,1,0,0,4,0,0,3,3,0,0,0,0,35,8,6,9,30,0
1,1,0,4,2,0,0,3,0,3,6,0,1,3,2,0,31,19,18,4,20,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,2,1,7,1,0,0,29,1,3,10,21,0
0,0,0,0,3,0,0,1,18,2,5,0,0,5,1,0,16,42,8,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,4,8,0,0,0,11,0,0,4,19,0
0,0,0,5,2,0,0,4,3,3,6,0,0,2,0,57,10,15,18,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,27,0,0,9,9,0
0,0,0,2,3,0,0,0,1,2,9,0,0,3,2,15,0,18,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,4,4,15,0,0,0,19,0,0,7,22,0
0,0,0,3,2,0,0,5,4,3,8,0,0,2,7,14,35,11,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,36,0,0,8,76,0
1,0,1,0,3,0,0,2,2,2,0,0,0,3,3,18,0,15,8,0,58,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,4,3,18,0,1,0,32,3,3,12,23,0
0,0,0,6,2,0,0,1,3,3,11,0,0,2,2,6,11,0,20,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,23,0,0,3,25,0
0,0,0,2,3,0,0,3,2,2,13,0,0,3,3,14,8,31,13,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,27,0,0,9,43,0
0,0,0,3,2,0,0,4,3,3,5,0,0,2,2,24,22,16,18,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,4,0,0,0,0,24,0,0,8,19,0
0,0,0,2,3,0,0,2,1,1,4,0,0,3,3,13,0,12,16,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,0,22,0,0,4,19,0
0,0,0,2,2,0,0,2,2,2,15,0,0,2,2,15,23,16,15,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,29,0,0,6,15,0
0,0,0,3,3,1,0,4,4,4,4,0,0,3,3,0,29,9,8,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,19,0,0,6,30,0
0,0,0,3,2,0,0,3,3,1,7,0,0,2,2,0,15,12,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,5,59,0
0,0,0,1,3,0,0,2,2,2,9,0,0,3,3,0,0,25,31,102,16,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,5,2,0,0,0,0,55,0,0,9,26,0
0,0,0,4,2,0,1,3,3,5,5,0,0,2,2,60,26,6,15,138,6,1,2,1,1,0,0,0,0,0,0,1,0,0,5,0,0,2,3,0,0,0,0,26,6,6,11,36,0
1,1,0,2,3,0,0,3,2,2,9,0,0,1,3,15,20,20,19,30,24,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,3,6,1,0,0,22,1,1,10,10,0
0,0,0,4,2,0,0,3,3,1,8,0,0,4,2,14,15,16,15,24,15,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,2,11,0,0,0,16,0,0,6,19,0
0,0,0,2,3,0,0,2,2,4,7,0,0,3,3,12,15,0,14,15,13,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,3,11,0,0,0,33,0,0,7,23,0
1,0,1,2,2,0,0,2,3,3,5,0,0,1,2,13,15,30,16,8,17,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,2,3,0,1,0,0,3,3,5,7,0
0,0,0,4,2,0,0,3,2,0,11,0,0,4,2,8,14,13,6,22,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,0,4,86,0
1,1,0,4,3,0,0,3,3,5,6,0,0,2,2,21,8,13,20,11,22,1,2,1,1,0,0,0,0,0,0,1,0,0,4,0,0,2,2,0,1,0,0,0,5,7,8,17,0
0,0,0,2,3,0,0,2,1,2,5,0,0,0,4,20,6,20,13,15,22,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,3,3,14,0,0,0,83,2,0,8,27,0
0,0,0,2,2,0,0,2,0,1,8,0,0,4,1,5,30,9,18,19,12,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,2,10,0,0,0,45,0,0,7,50,0
0,0,0,3,3,0,0,3,0,4,0,0,0,2,4,23,15,20,5,10,8,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,3,10,0,0,0,25,0,0,3,16,0
1,0,1,4,2,0,0,3,0,3,4,0,0,0,2,16,14,9,21,19,25,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,3,2,8,0,1,0,24,3,3,10,35,0
0,0,0,2,3,0,0,2,11,2,11,0,0,7,3,10,15,21,15,11,15,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,0,25,0,0,5,16,0
0,0,0,3,2,0,0,2,3,1,16,0,0,0,2,19,0,14,19,8,13,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,27,0,0,4,9,0
0,0,0,1,3,0,0,3,2,0,9,0,0,0,3,12,22,15,8,25,11,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,25,0,0,3,19,0
0,0,0,4,2,0,0,2,3,0,9,0,0,7,2,13,17,15,17,13,21,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,3,0,0,0,0,24,0,0,8,17,0
1,1,0,3,3,0,0,3,2,9,6,0,0,3,3,17,15,8,0,19,15,1,2,1,2,0,0,0,0,0,0,1,0,0,4,0,0,5,2,3,1,0,0,10,7,7,13,5,0
0,0,0,3,2,0,0,3,3,0,8,0,0,2,2,17,20,21,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,9,0,0,0,41,0,0,6,25,0
0,0,0,1,3,0,0,0,2,5,4,0,0,3,3,15,6,14,0,13,16,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,3,3,11,0,0,0,24,0,0,3,124,0
0,0,0,4,2,0,0,5,3,3,3,0,0,2,2,5,0,10,60,21,15,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,12,0,0,0,26,0,0,4,8,0
1,0,1,3,3,0,0,2,1,2,12,0,0,2,1,15,0,20,10,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,1,0,23,3,1,8,54,0
0,0,0,3,2,0,0,3,4,3,5,0,0,3,0,22,28,12,0,10,16,0,1,1,4,0,0,0,0,0,0,0,0,0,6,0,0,2,2,0,0,0,0,27,0,2,8,29,0
1,1,0,2,3,0,0,0,0,0,4,0,0,0,7,17,15,0,33,25,15,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,3,5,1,0,0,23,7,7,8,29,0
0,0,0,4,2,0,0,5,5,4,4,0,0,3,2,0,12,32,16,15,11,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,2,2,11,0,0,0,24,0,0,4,21,0
0,0,0,1,3,0,0,1,2,2,8,0,0,0,3,0,20,12,16,14,19,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,3,7,0,0,0,25,0,0,9,35,0
1,0,1,5,2,0,0,0,2,4,4,0,0,6,2,0,18,11,16,15,11,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,2,3,0,1,0,27,3,3,9,30,0
0,0,0,2,1,0,0,6,3,2,7,0,0,4,3,0,15,16,10,10,10,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,3,6,0,0,0,24,0,0,8,29,0
0,0,0,3,4,0,0,3,0,3,0,0,0,1,2,0,15,19,14,11,18,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,27,0,0,5,19,0
1,1,0,3,3,0,0,2,0,0,11,1,0,5,3,0,9,10,0,17,17,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,1,0,0,24,0,4,8,44,0
0,0,0,3,2,0,0,3,0,0,5,0,0,2,2,92,21,13,35,14,11,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,4,2,12,0,0,0,26,7,3,4,13,0
0,0,0,2,3,0,0,2,9,7,5,0,1,4,3,24,14,20,13,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10,0,0,0,10,0,0,8,40,0
0,0,0,3,1,0,0,1,4,3,8,0,0,0,1,14,15,16,0,10,15,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,1,1,4,0,0,150,0,0,0,6,34,0
0,0,0,2,3,0,0,4,2,2,3,0,0,0,4,0,10,5,30,20,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,0,0,2,0,0,0,5,31,0
1,0,1,4,0,0,0,2,3,2,10,0,0,7,0,0,19,25,16,15,2,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,3,2,13,0,1,4,8,2,3,6,30,0
0,0,0,2,0,0,0,3,2,3,6,0,0,2,5,0,15,15,5,15,28,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,2,52,1,0,10,20,0
